表記,読み,品詞,語種
紅軍,コウグン,名詞-普通名詞-一般,漢
神門,シンモン,名詞-普通名詞-一般,漢
筋電,キンデン,名詞-普通名詞-一般,漢
順送り,ジュンオクリ,名詞-普通名詞-一般,混
アイスバーン,アイスバーン,名詞-普通名詞-一般,外
フルスイング,フルスイング,名詞-普通名詞-サ変可能,外
同座,ドウザ,名詞-普通名詞-サ変可能,漢
周天,シュウテン,名詞-普通名詞-一般,漢
棄教,キキョウ,名詞-普通名詞-一般,漢
真筆,シンピツ,名詞-普通名詞-一般,漢
とうとう,トウトウ,名詞-普通名詞-一般,漢
同藩,ドウハン,名詞-普通名詞-一般,漢
善心,ゼンシン,名詞-普通名詞-一般,漢
水月,スイゲツ,名詞-普通名詞-一般,漢
青楼,セイロウ,名詞-普通名詞-一般,漢
難曲,ナンキョク,名詞-普通名詞-一般,漢
蛮夷,バンイ,名詞-普通名詞-一般,漢
フィロソフィー,フィロソフィー,名詞-普通名詞-一般,外
参酌,サンシャク,名詞-普通名詞-サ変可能,漢
室料,シツリョウ,名詞-普通名詞-一般,漢
勝因,ショウイン,名詞-普通名詞-一般,漢
中散,チュウサン,名詞-普通名詞-一般,漢
先学,センガク,名詞-普通名詞-一般,漢
長歌,チョウカ,名詞-普通名詞-一般,漢
初速,ショソク,名詞-普通名詞-一般,漢
弱化,ジャッカ,名詞-普通名詞-サ変可能,漢
狭域,キョウイキ,名詞-普通名詞-一般,漢
積水,セキスイ,名詞-普通名詞-一般,漢
分館,ブンカン,名詞-普通名詞-一般,漢
乾湿,カンシツ,名詞-普通名詞-一般,漢
完納,カンノウ,名詞-普通名詞-サ変可能,漢
卑属,ヒゾク,名詞-普通名詞-一般,漢
招提,ショウダイ,名詞-普通名詞-一般,漢
題簽,ダイセン,名詞-普通名詞-一般,漢
原寸,ゲンスン,名詞-普通名詞-一般,漢
忍苦,ニンク,名詞-普通名詞-サ変可能,漢
ひょうそく,ヒョウソク,名詞-普通名詞-一般,漢
道県,ドウケン,名詞-普通名詞-一般,漢
格率,カクリツ,名詞-普通名詞-一般,漢
プラトー,プラトー,名詞-普通名詞-一般,外
点綴,テンテイ,名詞-普通名詞-サ変可能,漢
トランキライザー,トランキライザー,名詞-普通名詞-一般,外
湿式,シッシキ,名詞-普通名詞-一般,漢
熱性,ネッセイ,名詞-普通名詞-一般,漢
白点,ハクテン,名詞-普通名詞-一般,漢
三徳,サントク,名詞-普通名詞-一般,漢
客扱い,キャクアツカイ,名詞-普通名詞-一般,混
雑報,ザッポウ,名詞-普通名詞-一般,漢
ラズベリー,ラズベリー,名詞-普通名詞-一般,外
押下,オウカ,名詞-普通名詞-サ変可能,漢
ポジショニング,ポジショニング,名詞-普通名詞-サ変可能,外
家用,カヨウ,名詞-普通名詞-一般,漢
残部,ザンブ,名詞-普通名詞-一般,漢
ボヤ,ボヤ,名詞-普通名詞-一般,漢
コマンダー,コマンダー,名詞-普通名詞-一般,外
くん蒸,クンジョウ,名詞-普通名詞-サ変可能,漢
球種,キュウシュ,名詞-普通名詞-一般,漢
レバー,レバー,名詞-普通名詞-一般,外
堅信,ケンシン,名詞-普通名詞-サ変可能,漢
脂粉,シフン,名詞-普通名詞-一般,漢
単性,タンセイ,名詞-普通名詞-一般,漢
インポテンツ,インポテンツ,名詞-普通名詞-一般,外
県,アガタ,名詞-普通名詞-一般,外
ディストピア,ディストピア,名詞-普通名詞-一般,外
工大,コウダイ,名詞-普通名詞-一般,漢
会同,カイドウ,名詞-普通名詞-サ変可能,漢
トリクロロエチレン,トリクロロエチレン,名詞-普通名詞-一般,外
室員,シツイン,名詞-普通名詞-一般,漢
不労,フロウ,名詞-普通名詞-一般,漢
会式,エシキ,名詞-普通名詞-一般,漢
講道,コウドウ,名詞-普通名詞-一般,漢
車戦,シャセン,名詞-普通名詞-一般,漢
上卿,ジョウケイ,名詞-普通名詞-一般,漢
移駐,イチュウ,名詞-普通名詞-サ変可能,漢
胸腹,キョウフク,名詞-普通名詞-一般,漢
追肥,ツイヒ,名詞-普通名詞-一般,漢
裂孔,レッコウ,名詞-普通名詞-一般,漢
空文,クウブン,名詞-普通名詞-一般,漢
乱麻,ランマ,名詞-普通名詞-一般,漢
仕法,シホウ,名詞-普通名詞-一般,漢
正格,セイカク,名詞-普通名詞-一般,漢
文鏡,ブンキョウ,名詞-普通名詞-一般,漢
福袋,フクブクロ,名詞-普通名詞-一般,混
閑人,ヒマジン,名詞-普通名詞-一般,混
義絶,ギゼツ,名詞-普通名詞-サ変可能,漢
チャネリング,チャネリング,名詞-普通名詞-一般,外
インベーダー,インベーダー,名詞-普通名詞-一般,外
エピ,エピ,名詞-普通名詞-一般,外
ふそん,フソン,名詞-普通名詞-一般,漢
一丁前,イッチョウマエ,名詞-普通名詞-一般,混
痛撃,ツウゲキ,名詞-普通名詞-サ変可能,漢
施肥,セヒ,名詞-普通名詞-サ変可能,漢
軟部,ナンブ,名詞-普通名詞-一般,漢
臥竜,ガリョウ,名詞-普通名詞-一般,漢
攻城,コウジョウ,名詞-普通名詞-一般,漢
手燭,シュショク,名詞-普通名詞-一般,漢
ラッパ,ラッパ,名詞-普通名詞-一般,漢
腺病,センビョウ,名詞-普通名詞-一般,漢
潮位,チョウイ,名詞-普通名詞-一般,漢
両郡,リョウグン,名詞-普通名詞-一般,漢
仏縁,ブツエン,名詞-普通名詞-一般,漢
重婚,ジュウコン,名詞-普通名詞-サ変可能,漢
ストラクチャー,ストラクチャー,名詞-普通名詞-一般,外
独我,ドクガ,名詞-普通名詞-一般,漢
ターンパイク,ターンパイク,名詞-普通名詞-一般,外
鞍部,アンブ,名詞-普通名詞-一般,漢
円丘,エンキュウ,名詞-普通名詞-一般,漢
臣人,シンジン,名詞-普通名詞-一般,漢
庭内,テイナイ,名詞-普通名詞-一般,漢
捕吏,ホリ,名詞-普通名詞-一般,漢
アンニュイ,アンニュイ,名詞-普通名詞-一般,外
奉加,ホウガ,名詞-普通名詞-サ変可能,漢
紫斑,シハン,名詞-普通名詞-一般,漢
村政,ソンセイ,名詞-普通名詞-一般,漢
菊酒,キクザケ,名詞-普通名詞-一般,混
絹地,キヌジ,名詞-普通名詞-一般,混
追贈,ツイゾウ,名詞-普通名詞-サ変可能,漢
入獄,ニュウゴク,名詞-普通名詞-サ変可能,漢
戊戌,ボジュツ,名詞-普通名詞-一般,漢
形影,ケイエイ,名詞-普通名詞-一般,漢
ビエンナーレ,ビエンナーレ,名詞-普通名詞-一般,外
海獣,カイジュウ,名詞-普通名詞-一般,漢
雑品,ザッピン,名詞-普通名詞-一般,漢
横隊,オウタイ,名詞-普通名詞-一般,漢
異装,イソウ,名詞-普通名詞-一般,漢
下風,カフウ,名詞-普通名詞-一般,漢
橋下,キョウカ,名詞-普通名詞-一般,漢
住寺,ジュウジ,名詞-普通名詞-サ変可能,漢
せんや,センヤ,名詞-普通名詞-一般,漢
全市,ゼンシ,名詞-普通名詞-一般,漢
糟糠,ソウコウ,名詞-普通名詞-一般,漢
丹誠,タンセイ,名詞-普通名詞-一般,漢
立ち役,タチヤク,名詞-普通名詞-一般,混
露台,ロダイ,名詞-普通名詞-一般,漢
テコンドー,テコンドー,名詞-普通名詞-一般,外
割り印,ワリイン,名詞-普通名詞-一般,混
物性,ブッセイ,名詞-普通名詞-一般,漢
ナンプラー,ナンプラー,名詞-普通名詞-一般,外
魚卵,ギョラン,名詞-普通名詞-一般,漢
鎖状,サジョウ,名詞-普通名詞-一般,漢
レトロウイルス,レトロウイルス,名詞-普通名詞-一般,外
ウイークエンド,ウイークエンド,名詞-普通名詞-一般,外
探勝,タンショウ,名詞-普通名詞-サ変可能,漢
西天,サイテン,名詞-普通名詞-一般,漢
レナウン,レナウン,名詞-普通名詞-一般,外
牧牛,ボクギュウ,名詞-普通名詞-一般,漢
掃海,ソウカイ,名詞-普通名詞-サ変可能,漢
則天,ソクテン,名詞-普通名詞-一般,漢
胸椎,キョウツイ,名詞-普通名詞-一般,漢
キャミソール,キャミソール,名詞-普通名詞-一般,外
コンチェルト,コンチェルト,名詞-普通名詞-一般,外
板上,バンジョウ,名詞-普通名詞-一般,漢
ドリアン,ドリアン,名詞-普通名詞-一般,外
深重,シンジュウ,名詞-普通名詞-一般,漢
レコンキスタ,レコンキスタ,名詞-普通名詞-一般,外
焔硝,エンショウ,名詞-普通名詞-一般,漢
縁続き,エンツヅキ,名詞-普通名詞-一般,混
火光,カコウ,名詞-普通名詞-一般,漢
銀塊,ギンカイ,名詞-普通名詞-一般,漢
上将,ジョウショウ,名詞-普通名詞-一般,漢
先途,センド,名詞-普通名詞-一般,漢
勅旨,チョクシ,名詞-普通名詞-一般,漢
部衆,ブシュウ,名詞-普通名詞-一般,漢
液化,エキカ,名詞-普通名詞-サ変可能,漢
ネゴシエーション,ネゴシエーション,名詞-普通名詞-一般,外
諸税,ショゼイ,名詞-普通名詞-一般,漢
窺知,キチ,名詞-普通名詞-サ変可能,漢
廃疾,ハイシツ,名詞-普通名詞-一般,漢
服膺,フクヨウ,名詞-普通名詞-サ変可能,漢
蔵匿,ゾウトク,名詞-普通名詞-サ変可能,漢
シトロン,シトロン,名詞-普通名詞-一般,外
ロザリオ,ロザリオ,名詞-普通名詞-一般,外
近国,キンゴク,名詞-普通名詞-一般,漢
神文,シンモン,名詞-普通名詞-一般,漢
サッシュ,サッシュ,名詞-普通名詞-一般,外
川太郎,カワタロウ,名詞-普通名詞-一般,混
倒立,トウリツ,名詞-普通名詞-サ変可能,漢
アテトーゼ,アテトーゼ,名詞-普通名詞-一般,外
ネチケット,ネチケット,名詞-普通名詞-一般,外
別納,ベツノウ,名詞-普通名詞-サ変可能,漢
愚僧,グソウ,名詞-普通名詞-一般,漢
朝練,アサレン,名詞-普通名詞-一般,混
河図,カト,名詞-普通名詞-一般,漢
始球,シキュウ,名詞-普通名詞-一般,漢
鱗片,リンペン,名詞-普通名詞-一般,漢
風水害,フウスイガイ,名詞-普通名詞-一般,漢
ピルグリム,ピルグリム,名詞-普通名詞-一般,外
目野,メノ,名詞-普通名詞-一般,外
ランチョン,ランチョン,名詞-普通名詞-一般,外
王手,オウテ,名詞-普通名詞-一般,混
インディペンデンス,インディペンデンス,名詞-普通名詞-一般,外
跳馬,チョウバ,名詞-普通名詞-一般,混
モナド,モナド,名詞-普通名詞-一般,外
城柵,ジョウサク,名詞-普通名詞-一般,漢
静座,セイザ,名詞-普通名詞-サ変可能,漢
給餌,キュウジ,名詞-普通名詞-一般,漢
粗鋼,ソコウ,名詞-普通名詞-一般,漢
切り絵,キリエ,名詞-普通名詞-一般,外
研師,トギシ,名詞-普通名詞-一般,混
誓言,セイゲン,名詞-普通名詞-サ変可能,漢
誓書,セイショ,名詞-普通名詞-一般,漢
たいのや,タイノヤ,名詞-普通名詞-一般,混
電探,デンタン,名詞-普通名詞-一般,漢
エマルジョン,エマルジョン,名詞-普通名詞-一般,外
じんじつ,ジンジツ,名詞-普通名詞-一般,漢
イーブン,イーブン,名詞-普通名詞-一般,外
行旅,コウリョ,名詞-普通名詞-一般,漢
分納,ブンノウ,名詞-普通名詞-サ変可能,漢
淡緑,タンリョク,名詞-普通名詞-一般,漢
諸元,ショゲン,名詞-普通名詞-一般,漢
ふい,フイ,名詞-普通名詞-一般,漢
利津,リシン,名詞-普通名詞-一般,外
尊父,ソンプ,名詞-普通名詞-一般,漢
社運,シャウン,名詞-普通名詞-一般,漢
ローファー,ローファー,名詞-普通名詞-一般,外
強直,キョウチョク,名詞-普通名詞-サ変可能,漢
淡青,タンセイ,名詞-普通名詞-一般,漢
固化,コカ,名詞-普通名詞-サ変可能,漢
マダイ,マダイ,名詞-普通名詞-一般,混
炭層,タンソウ,名詞-普通名詞-一般,漢
梅肉,バイニク,名詞-普通名詞-一般,漢
ファージ,ファージ,名詞-普通名詞-一般,外
神論,シンロン,名詞-普通名詞-一般,漢
乗除,ジョウジョ,名詞-普通名詞-サ変可能,漢
ネスト,ネスト,名詞-普通名詞-一般,外
ソフィスト,ソフィスト,名詞-普通名詞-一般,外
論告,ロンコク,名詞-普通名詞-サ変可能,漢
表芸,オモテゲイ,名詞-普通名詞-一般,混
バチルス,バチルス,名詞-普通名詞-一般,外
氷菓,ヒョウカ,名詞-普通名詞-一般,漢
加虐,カギャク,名詞-普通名詞-一般,漢
キニーネ,キニーネ,名詞-普通名詞-一般,外
叙唱,ジョショウ,名詞-普通名詞-一般,漢
宗室,ソウシツ,名詞-普通名詞-一般,漢
青地,アオジ,名詞-普通名詞-一般,混
わび状,ワビジョウ,名詞-普通名詞-一般,混
宝器,ホウキ,名詞-普通名詞-一般,漢
梁塵,リョウジン,名詞-普通名詞-一般,漢
処士,ショシ,名詞-普通名詞-一般,漢
調波,チョウハ,名詞-普通名詞-一般,漢
リテール,リテール,名詞-普通名詞-一般,外
ロゼット,ロゼット,名詞-普通名詞-一般,外
同字,ドウジ,名詞-普通名詞-一般,漢
日葡,ニッポ,名詞-普通名詞-一般,漢
京間,キョウマ,名詞-普通名詞-一般,混
はんごん,ハンゴン,名詞-普通名詞-一般,漢
かつあげ,カツアゲ,名詞-普通名詞-サ変可能,混
古楽,コガク,名詞-普通名詞-一般,漢
ホーミング,ホーミング,名詞-普通名詞-一般,外
聴音,チョウオン,名詞-普通名詞-一般,漢
藤八,トウハチ,名詞-普通名詞-一般,漢
ディルハム,ディルハム,名詞-普通名詞-一般,外
得分,トクブン,名詞-普通名詞-一般,漢
黄塵,コウジン,名詞-普通名詞-一般,漢
艦影,カンエイ,名詞-普通名詞-一般,漢
県長,ケンチョウ,名詞-普通名詞-一般,漢
打突,ダトツ,名詞-普通名詞-一般,漢
母港,ボコウ,名詞-普通名詞-一般,漢
千原,ヒバラ,名詞-普通名詞-一般,混
フレージング,フレージング,名詞-普通名詞-一般,外
呉音,ゴオン,名詞-普通名詞-一般,漢
厳存,ゲンソン,名詞-普通名詞-サ変可能,漢
俗事,ゾクジ,名詞-普通名詞-一般,漢
集電,シュウデン,名詞-普通名詞-一般,漢
和暦,ワレキ,名詞-普通名詞-一般,漢
散人,サンジン,名詞-普通名詞-一般,漢
百般,ヒャッパン,名詞-普通名詞-一般,漢
柳営,リュウエイ,名詞-普通名詞-一般,漢
堆朱,ツイシュ,名詞-普通名詞-一般,漢
各棟,カクトウ,名詞-普通名詞-一般,漢
前生,ゼンショウ,名詞-普通名詞-一般,漢
字書,ジショ,名詞-普通名詞-一般,漢
オットセイ,オットセイ,名詞-普通名詞-一般,外
滞貨,タイカ,名詞-普通名詞-一般,漢
推認,スイニン,名詞-普通名詞-サ変可能,漢
肥培,ヒバイ,名詞-普通名詞-サ変可能,漢
庚子,コウシ,名詞-普通名詞-一般,漢
スピーキング,スピーキング,名詞-普通名詞-一般,外
清栄,セイエイ,名詞-普通名詞-一般,漢
アウストラロピテクス,アウストラロピテクス,名詞-普通名詞-一般,外
菌糸,キンシ,名詞-普通名詞-一般,漢
先勝,センショウ,名詞-普通名詞-サ変可能,漢
段位,ダンイ,名詞-普通名詞-一般,漢
勘文,カンモン,名詞-普通名詞-一般,漢
鎮台,チンダイ,名詞-普通名詞-一般,漢
偽悪,ギアク,名詞-普通名詞-一般,漢
祝砲,シュクホウ,名詞-普通名詞-一般,漢
うんと,ウント,名詞-普通名詞-一般,外
無調,ムチョウ,名詞-普通名詞-一般,漢
前説,ゼンセツ,名詞-普通名詞-一般,漢
鉄管,テッカン,名詞-普通名詞-一般,漢
帯電,タイデン,名詞-普通名詞-サ変可能,漢
操車,ソウシャ,名詞-普通名詞-サ変可能,漢
失地,シッチ,名詞-普通名詞-一般,漢
奉告,ホウコク,名詞-普通名詞-サ変可能,漢
緑道,リョクドウ,名詞-普通名詞-一般,漢
社労,シャロウ,名詞-普通名詞-一般,漢
じゅうもう,ジュウモウ,名詞-普通名詞-一般,漢
賃率,チンリツ,名詞-普通名詞-一般,漢
堅守,ケンシュ,名詞-普通名詞-サ変可能,漢
二弦,ニゲン,名詞-普通名詞-一般,漢
俳号,ハイゴウ,名詞-普通名詞-一般,漢
アフォリズム,アフォリズム,名詞-普通名詞-一般,外
覆輪,フクリン,名詞-普通名詞-一般,漢
マンドリン,マンドリン,名詞-普通名詞-一般,外
ポリフェノール,ポリフェノール,名詞-普通名詞-一般,外
ビーフステーキ,ビーフステーキ,名詞-普通名詞-一般,外
条規,ジョウキ,名詞-普通名詞-一般,漢
ゆかん,ユカン,名詞-普通名詞-一般,漢
丹田,タンデン,名詞-普通名詞-一般,漢
新港,シンコウ,名詞-普通名詞-一般,漢
エクスチェンジ,エクスチェンジ,名詞-普通名詞-一般,外
通船,ツウセン,名詞-普通名詞-一般,漢
モルグ,モルグ,名詞-普通名詞-一般,外
無縫,ムホウ,名詞-普通名詞-一般,漢
某女,ボウジョ,名詞-普通名詞-一般,漢
打刻,ダコク,名詞-普通名詞-サ変可能,漢
依託,イタク,名詞-普通名詞-サ変可能,漢
極官,キョッカン,名詞-普通名詞-一般,漢
早逝,ソウセイ,名詞-普通名詞-一般,漢
能筆,ノウヒツ,名詞-普通名詞-一般,漢
タイフーン,タイフーン,名詞-普通名詞-一般,外
米地,メジ,名詞-普通名詞-一般,混
解錠,カイジョウ,名詞-普通名詞-サ変可能,漢
乱雲,ランウン,名詞-普通名詞-一般,漢
画塾,ガジュク,名詞-普通名詞-一般,漢
古称,コショウ,名詞-普通名詞-一般,漢
刺突,シトツ,名詞-普通名詞-サ変可能,漢
説経,セッキョウ,名詞-普通名詞-サ変可能,漢
東漸,トウゼン,名詞-普通名詞-サ変可能,漢
クリプトン,クリプトン,名詞-普通名詞-一般,外
謀臣,ボウシン,名詞-普通名詞-一般,漢
長辺,チョウヘン,名詞-普通名詞-一般,漢
銅製,ドウセイ,名詞-普通名詞-一般,漢
ばいせん,バイセン,名詞-普通名詞-サ変可能,漢
公私立,コウシリツ,名詞-普通名詞-一般,漢
スレート,スレート,名詞-普通名詞-一般,外
相合,ソウゴウ,名詞-普通名詞-一般,漢
原毛,ゲンモウ,名詞-普通名詞-一般,漢
老醜,ロウシュウ,名詞-普通名詞-一般,漢
エピゴーネン,エピゴーネン,名詞-普通名詞-一般,外
法論,ホウロン,名詞-普通名詞-一般,漢
輪花,リンカ,名詞-普通名詞-一般,漢
えいりょ,エイリョ,名詞-普通名詞-サ変可能,漢
道立,ドウリツ,名詞-普通名詞-一般,漢
シエナ,シエナ,名詞-普通名詞-一般,外
古詩,コシ,名詞-普通名詞-一般,漢
判任,ハンニン,名詞-普通名詞-一般,漢
画架,ガカ,名詞-普通名詞-一般,漢
墨跡,ボクセキ,名詞-普通名詞-一般,漢
戦雲,センウン,名詞-普通名詞-一般,漢
入廷,ニュウテイ,名詞-普通名詞-サ変可能,漢
ホロン,ホロン,名詞-普通名詞-一般,外
悔,カイ,名詞-普通名詞-一般,漢
領導,リョウドウ,名詞-普通名詞-一般,漢
経論,キョウロン,名詞-普通名詞-一般,漢
リハ,リハ,名詞-普通名詞-一般,外
乱文,ランブン,名詞-普通名詞-一般,漢
旧城,キュウジョウ,名詞-普通名詞-一般,漢
ラルゴ,ラルゴ,名詞-普通名詞-一般,外
状元,ジョウゲン,名詞-普通名詞-一般,漢
古銭,コセン,名詞-普通名詞-一般,漢
践祚,センソ,名詞-普通名詞-サ変可能,漢
ラジカリズム,ラジカリズム,名詞-普通名詞-一般,外
遠忌,エンキ,名詞-普通名詞-一般,漢
ジレー,ジレー,名詞-普通名詞-一般,外
妄語,モウゴ,名詞-普通名詞-一般,漢
ファンキー,ファンキー,名詞-普通名詞-形状詞可能,外
ｆ,フォルテ,名詞-普通名詞-一般,外
腫瘤,シュリュウ,名詞-普通名詞-一般,漢
接道,セツドウ,名詞-普通名詞-一般,漢
音写,オンシャ,名詞-普通名詞-サ変可能,漢
盆石,ボンセキ,名詞-普通名詞-一般,漢
社命,シャメイ,名詞-普通名詞-一般,漢
築庭,チクテイ,名詞-普通名詞-一般,漢
有翼,ユウヨク,名詞-普通名詞-一般,漢
再征,サイセイ,名詞-普通名詞-一般,漢
山川,サンセン,名詞-普通名詞-一般,漢
水干,スイカン,名詞-普通名詞-一般,漢
荘田,ショウデン,名詞-普通名詞-一般,漢
探照,タンショウ,名詞-普通名詞-一般,漢
茶頭,サドウ,名詞-普通名詞-一般,漢
調役,チョウエキ,名詞-普通名詞-一般,漢
弟王,テイオウ,名詞-普通名詞-一般,漢
白扇,ハクセン,名詞-普通名詞-一般,漢
法号,ホウゴウ,名詞-普通名詞-一般,漢
無官,ムカン,名詞-普通名詞-一般,漢
油灯,ユトウ,名詞-普通名詞-一般,漢
レシチン,レシチン,名詞-普通名詞-一般,外
じし,ジシ,名詞-普通名詞-一般,漢
成業,セイギョウ,名詞-普通名詞-サ変可能,漢
パンサー,パンサー,名詞-普通名詞-一般,外
月花,ゲッカ,名詞-普通名詞-一般,漢
作男,サクオトコ,名詞-普通名詞-一般,混
霊宝,レイホウ,名詞-普通名詞-一般,漢
サルーン,サルーン,名詞-普通名詞-一般,外
双魚,ソウギョ,名詞-普通名詞-一般,漢
セクシズム,セクシズム,名詞-普通名詞-一般,外
黒豹,クロヒョウ,名詞-普通名詞-一般,混
遅番,オソバン,名詞-普通名詞-一般,混
地商,チショウ,名詞-普通名詞-一般,漢
可溶,カヨウ,名詞-普通名詞-一般,漢
掲記,ケイキ,名詞-普通名詞-一般,漢
除却,ジョキャク,名詞-普通名詞-サ変可能,漢
戦病死,センビョウシ,名詞-普通名詞-サ変可能,漢
犬士,ケンシ,名詞-普通名詞-一般,漢
バーベル,バーベル,名詞-普通名詞-一般,外
脱輪,ダツリン,名詞-普通名詞-サ変可能,漢
悩殺,ノウサツ,名詞-普通名詞-サ変可能,漢
単相,タンソウ,名詞-普通名詞-一般,漢
ドレープ,ドレープ,名詞-普通名詞-一般,外
作柄,サクガラ,名詞-普通名詞-一般,混
好人,コウジン,名詞-普通名詞-一般,漢
フェイント,フェイント,名詞-普通名詞-一般,外
ブレークスルー,ブレークスルー,名詞-普通名詞-一般,外
セコハン,セコハン,名詞-普通名詞-一般,外
ミスキャスト,ミスキャスト,名詞-普通名詞-一般,外
九官,キュウカン,名詞-普通名詞-一般,漢
シネマトグラフ,シネマトグラフ,名詞-普通名詞-一般,外
奇禍,キカ,名詞-普通名詞-一般,漢
公室,コウシツ,名詞-普通名詞-一般,漢
邪神,ジャシン,名詞-普通名詞-一般,漢
秀英,シュウエイ,名詞-普通名詞-形状詞可能,漢
震天,シンテン,名詞-普通名詞-一般,漢
早く,ハヤク,名詞-普通名詞-一般,混
低声,テイセイ,名詞-普通名詞-一般,漢
簾中,レンチュウ,名詞-普通名詞-一般,漢
老僕,ロウボク,名詞-普通名詞-一般,漢
仮象,カショウ,名詞-普通名詞-一般,漢
ゼブラ,ゼブラ,名詞-普通名詞-一般,外
調息,チョウソク,名詞-普通名詞-サ変可能,漢
ラチェット,ラチェット,名詞-普通名詞-一般,外
同表,ドウヒョウ,名詞-普通名詞-一般,漢
農工業,ノウコウギョウ,名詞-普通名詞-一般,漢
アモルファス,アモルファス,名詞-普通名詞-一般,外
ディストリビューター,ディストリビューター,名詞-普通名詞-一般,外
クリストバル,クリストバル,名詞-普通名詞-一般,外
コタン,コタン,名詞-普通名詞-一般,外
応射,オウシャ,名詞-普通名詞-サ変可能,漢
金馬,キンバ,名詞-普通名詞-一般,混
座興,ザキョウ,名詞-普通名詞-一般,漢
笑声,ショウセイ,名詞-普通名詞-一般,漢
深海,シンカイ,名詞-普通名詞-一般,混
神楽殿,カグラデン,名詞-普通名詞-一般,混
縫箔,ヌイハク,名詞-普通名詞-一般,混
門衛,モンエイ,名詞-普通名詞-一般,漢
アクエリアス,アクエリアス,名詞-普通名詞-一般,外
登園,トウエン,名詞-普通名詞-一般,漢
醜怪,シュウカイ,名詞-普通名詞-形状詞可能,漢
別掲,ベッケイ,名詞-普通名詞-サ変可能,漢
暦日,レキジツ,名詞-普通名詞-一般,漢
微粉,ビフン,名詞-普通名詞-一般,漢
成案,セイアン,名詞-普通名詞-一般,漢
肋間,ロッカン,名詞-普通名詞-一般,漢
黄熱,オウネツ,名詞-普通名詞-一般,漢
去痰,キョタン,名詞-普通名詞-一般,漢
遊人,ユウジン,名詞-普通名詞-一般,漢
低圧,テイアツ,名詞-普通名詞-一般,漢
かじぼう,カジボウ,名詞-普通名詞-一般,混
含嗽,ガンソウ,名詞-普通名詞-サ変可能,漢
オマール,オマール,名詞-普通名詞-一般,外
医心,イシン,名詞-普通名詞-一般,漢
傷寒,ショウカン,名詞-普通名詞-一般,漢
均霑,キンテン,名詞-普通名詞-サ変可能,漢
全人代,ゼンジンダイ,名詞-普通名詞-一般,漢
一軍,イチグン,名詞-普通名詞-一般,漢
戦理,センリ,名詞-普通名詞-一般,漢
オカリナ,オカリナ,名詞-普通名詞-一般,外
高欄,コウラン,名詞-普通名詞-一般,固
サーロイン,サーロイン,名詞-普通名詞-一般,外
淫羊,インヨウ,名詞-普通名詞-一般,漢
気抜け,キヌケ,名詞-普通名詞-一般,混
凶兆,キョウチョウ,名詞-普通名詞-一般,漢
権守,ゴンノカミ,名詞-普通名詞-一般,混
けん玉,ケンダマ,名詞-普通名詞-一般,混
市町村税,シチョウソンゼイ,名詞-普通名詞-一般,漢
応札,オウサツ,名詞-普通名詞-サ変可能,漢
ボンジュール,ボンジュール,名詞-普通名詞-一般,外
孝道,コウドウ,名詞-普通名詞-一般,漢
三下,サンシタ,名詞-普通名詞-一般,混
赤裸,セキラ,名詞-普通名詞-一般,漢
内聞,ナイブン,名詞-普通名詞-サ変可能,漢
半白,ハンパク,名詞-普通名詞-一般,漢
梨園,リエン,名詞-普通名詞-一般,漢
イミグレーション,イミグレーション,名詞-普通名詞-一般,外
隠花,インカ,名詞-普通名詞-一般,漢
感奮,カンプン,名詞-普通名詞-サ変可能,漢
季春,キシュン,名詞-普通名詞-一般,漢
郷国,キョウコク,名詞-普通名詞-一般,漢
櫛比,シッピ,名詞-普通名詞-サ変可能,漢
舷窓,ゲンソウ,名詞-普通名詞-一般,漢
示教,シキョウ,名詞-普通名詞-サ変可能,漢
集音,シュウオン,名詞-普通名詞-一般,漢
出校,シュッコウ,名詞-普通名詞-サ変可能,漢
賊臣,ゾクシン,名詞-普通名詞-一般,漢
大旗,タイキ,名詞-普通名詞-一般,漢
てんぴん,テンピン,名詞-普通名詞-一般,漢
踏歌,トウカ,名詞-普通名詞-一般,漢
道人,ドウジン,名詞-普通名詞-一般,漢
ヒップ,ヒップ,名詞-普通名詞-一般,漢
凡手,ボンシュ,名詞-普通名詞-一般,漢
落々,ラクラク,名詞-普通名詞-一般,漢
当市,トウシ,名詞-普通名詞-一般,漢
メガロポリス,メガロポリス,名詞-普通名詞-一般,外
岩床,ガンショウ,名詞-普通名詞-一般,漢
悲話,ヒワ,名詞-普通名詞-一般,漢
有功,ユウコウ,名詞-普通名詞-一般,漢
色面,シキメン,名詞-普通名詞-一般,漢
アーガイル,アーガイル,名詞-普通名詞-一般,外
白光,ハッコウ,名詞-普通名詞-一般,漢
辛酉,シンユウ,名詞-普通名詞-一般,漢
ピペット,ピペット,名詞-普通名詞-一般,外
造設,ゾウセツ,名詞-普通名詞-サ変可能,漢
ラザーニャ,ラザーニャ,名詞-普通名詞-一般,外
シャルドネ,シャルドネ,名詞-普通名詞-一般,外
慶祝,ケイシュク,名詞-普通名詞-サ変可能,漢
蕉門,ショウモン,名詞-普通名詞-一般,漢
相等,ソウトウ,名詞-普通名詞-一般,漢
アバンチュール,アバンチュール,名詞-普通名詞-一般,外
陰画,インガ,名詞-普通名詞-一般,漢
実作,ジッサク,名詞-普通名詞-一般,漢
序幕,ジョマク,名詞-普通名詞-一般,漢
船艦,センカン,名詞-普通名詞-一般,漢
